id,sentence,low_quality_sentence
751,住房和城乡建设局完成基础设施建设，保障了居民的基本权益。,住房和城乡建设局基础设施建设，保障了居民的基本权益。
752,交通管理局推动办事流程，提升了治理现代化水平。,管推办提交事。理升局通
753,公安机关实施交通执法工作，规范了行政管理流程。,公安机关实施交通执法
754,卫生部门完善办事流程，促进了社会稳定。,卫生部门完善卫生部门完善会稳定。
755,公安机关处理环境整治，提高了群众满意度。,公安机关处理环境整治，提高了群众满意度。
756,市民发布违法行为，提升了治理现代化水平。,了治市升提，布平代水
757,市民出台市场监管工作，优化了资源利用效率。,市民出台市场监
758,卫生部门发布市场监管工作，推动了区域协调发展。,卫生部门发布市场监管卫生部门发布市场监管了区域协调发展。
759,社区完善户籍管理工作，促进了社会稳定。,，定社完区社促户作
760,公安机关完善服务措施，规范了行政管理流程。,公安机关完善服务措
761,社区实施户籍管理工作，增强了公共服务能力。,社区实施户籍管理
762,政府处理市场监管工作，改善了人居环境。,政府处理市场监管工作政府处理市场监管工作居环境。
763,卫生部门完善社会保障制度，改善了人居环境。,卫生部门完善社会保
764,教育局发布社区治理机制，增强了公共服务能力。,制强教布共局能治了理务
765,税务局检查教育资源配置，保障了居民的基本权益。,居税民置源资权检教本配
766,交通管理局监督服务措施，提升了治理现代化水平。,交通管理局监督服务交通管理局监督服务。
767,政府完成基础设施建设，优化了资源利用效率。,政府完成基础设施建设政府完成基础设施建设了资源利用效率。
768,税务局检查城乡一体化改革，提高了群众满意度。,务众群一税提局了查。化
769,公安机关出台教育资源配置，优化了资源利用效率。,公安机关教育资源配置，优化了资源利用效率。
770,社区优化纳税申报流程，改善了人居环境。,社区优化纳社区优化纳报流程，改善了人居环境。
771,住房和城乡建设局推动违法行为，改善了人居环境。,住局人设城为违改环，推
772,政府检查市场监管工作，提高了群众满意度。,政府检查市场监管工政府检查市场监管工作，提高了群众满意度。
773,住房和城乡建设局推动户籍管理工作，促进了社会稳定。,会管进住籍乡和促局稳建，
774,住房和城乡建设局处理相关政策，提高了群众满意度。,住房和城乡建设局相关政策，提高了群众满意度。
775,教育局推动教育资源配置，增强了公共服务能力。,教育局教育资源配置，增强了公共服务能力。
776,税务局完善公共资源配置，规范了行政管理流程。,完了局资务政源理。，共
777,住房和城乡建设局推动办事流程，促进了社会稳定。,住房和城乡建设局
778,政府实施便民服务，提升了治理现代化水平。,政府实施便政府实施便升了治理现代化水平。
779,社区完善服务措施，促进了社会稳定。,社区完善服务措施，社区完善服务措施，
780,市民监督社会保障制度，规范了行政管理流程。,了社障规政行范制管保
781,市民处理户籍管理工作，保障了居民的基本权益。,了保居权基民的。民障工
782,政府实施交通执法工作，提高了群众满意度。,政府交通执法工作，提高了群众满意度。
783,公安机关完善服务措施，提升了治理现代化水平。,。升关务安提化水完机现
784,税务局实施城乡一体化改革，方便了群众办事。,革乡便了众城税改化局
785,环保局优化基础设施建设，方便了群众办事。,环保局优化基础设施建设，方便了群众办事。
786,政府实施教育资源配置，改善了人居环境。,人环施实府教政。善
787,卫生部门检查基础设施建设，方便了群众办事。,事办群了建便检施设众
788,卫生部门完善城乡一体化改革，改善了人居环境。,卫生部门完善城乡一卫生部门完善城乡一，改善了人居环境。
789,卫生部门监督相关政策，增强了公共服务能力。,卫生部门监督相关政策卫生部门监督相关政策务能力。
790,交通管理局处理违法行为，增强了公共服务能力。,交通管理局违法行为，增强了公共服务能力。
791,公安机关完善环境整治，促进了社会稳定。,了稳整公善社会。安
792,环保局监督服务措施，推动了区域协调发展。,环保局监督服务措施，推动了区域协调发展。
793,政府优化办事流程，改善了人居环境。,流了政府居，改办
794,市民优化交通规划，提升了治理现代化水平。,市民优化交通规划，提升了治理现代化水平。
795,社区完成教育资源配置，促进了社会稳定。,成促定稳源区，社完
796,政府出台服务措施，优化了资源利用效率。,政府出台服务措施，优化了资源利用效率。
797,住房和城乡建设局完善交通规划，保障了居民的基本权益。,住房和城乡建设住房和城乡建设益。
798,交通管理局完成相关政策，改善了人居环境。,交通管理局完交通管理局完
799,交通管理局完善交通执法工作，改善了人居环境。,交通管理局完善交通执法
800,交通管理局优化相关政策，改善了人居环境。,交通管理局优化相关交通管理局优化相关政策，改善了人居环境。
801,公安机关处理城乡一体化改革，保障了居民的基本权益。,公安机关处理城乡公安机关处理城乡民的基本权益。
802,交通管理局监督市场监管工作，提升了治理现代化水平。,作，代工化提管市了理通现
803,公安机关完成交通规划，改善了人居环境。,公安机关完成交通规划，改善了人居环境。
804,环保局检查交通规划，规范了行政管理流程。,环查程局行政划规规理
805,社区推动违法行为，提升了治理现代化水平。,社区推动违法行为，提升了治理现代化水平。
806,住房和城乡建设局实施违法行为，提升了治理现代化水平。,升。设乡理行代现平建住城治
807,政府发布便民服务，提升了治理现代化水平。,政府发布便民服务，提升了治理现代化水平。
808,公安机关监督城乡一体化改革，改善了人居环境。,公安机关城乡一体化改革，改善了人居环境。
809,公安机关完善环境整治，促进了社会稳定。,公安机关环境整治，促进了社会稳定。
810,卫生部门发布户籍管理工作，推动了区域协调发展。,卫生部门发布户籍卫生部门发布户籍。
811,税务局处理环境整治，优化了资源利用效率。,税务局处理环境税务局处理环境效率。
812,教育局处理服务措施，推动了区域协调发展。,教育局处理服务教育局处理服务了区域协调发展。
813,住房和城乡建设局优化社会保障制度，保障了居民的基本权益。,住房和城乡建设局优化社
814,卫生部门优化公共资源配置，促进了社会稳定。,卫生部门优卫生部门优。
815,环保局推动违法行为，保障了居民的基本权益。,环保局违法行为，保障了居民的基本权益。
816,交通管理局出台交通执法工作，规范了行政管理流程。,交通管理局出台交通执法工
817,税务局推动社区治理机制，改善了人居环境。,税务局社区治理机制，改善了人居环境。
818,税务局处理基础设施建设，规范了行政管理流程。,税务局处理基础设施税务局处理基础设施范了行政管理流程。
819,教育局处理相关政策，方便了群众办事。,教育局处理相关政策，方便了群众办事。
820,政府发布应急预案，推动了区域协调发展。,发案推域应布政协，
821,住房和城乡建设局出台环境整治，推动了区域协调发展。,住房和城乡建设局出台环
822,教育局推动社会保障制度，规范了行政管理流程。,了保流推度理，社障动管
823,住房和城乡建设局完善社区治理机制，提高了群众满意度。,住房和城乡建设局社区治理机制，提高了群众满意度。
824,政府完成便民服务，保障了居民的基本权益。,政府便民服务，保障了居民的基本权益。
825,交通管理局优化应急预案，优化了资源利用效率。,交通管理局应急预案，了资源利用效率。
826,卫生部门实施违法行为，改善了人居环境。,卫生部门违法行为，改善了人居环境。
827,市民监督服务措施，保障了居民的基本权益。,保民的监市督了务益。
828,政府推动相关政策，促进了社会稳定。,政府相关政策，促进了社会稳定。
829,卫生部门完善教育资源配置，提升了治理现代化水平。,卫生部门完善教卫生部门完善教配置，提升了治理现代化水平。
830,住房和城乡建设局监督交通规划，提高了群众满意度。,，划众度城规群乡。通提和
831,环保局发布户籍管理工作，优化了资源利用效率。,环保局户籍管理工作，优化了资源利用效率。
832,卫生部门优化环境整治，推动了区域协调发展。,卫生部门优
833,公安机关实施办事流程，增强了公共服务能力。,公安机关实施办事流
834,政府推动户籍管理工作，推动了区域协调发展。,政府推动户籍管理工
835,市民检查纳税申报流程，优化了资源利用效率。,市民检查纳税申报流市民检查纳税申报流用效率。
836,社区实施违法行为，提高了群众满意度。,社区实施违法行为，提高了群众满意度。
837,税务局出台环境整治，方便了群众办事。,税务局出台环境整治，税务局出台环境整治，办事。
838,交通管理局完善环境整治，优化了资源利用效率。,效交管了率利用环通理境
839,公安机关发布公共资源配置，方便了群众办事。,公安机关公共资源配置，方便了群众办事。
840,教育局优化环境整治，促进了社会稳定。,环了稳，局化定社整
841,环保局优化办事流程，改善了人居环境。,环保局优化办事流程，改善了人居环境。
842,卫生部门监督办事流程，规范了行政管理流程。,流管了范程行理，。流
843,交通管理局发布社会保障制度，提升了治理现代化水平。,交通管理局
844,税务局发布基础设施建设，提升了治理现代化水平。,税务局基础设施建设，提升了治理现代化水平。
845,政府处理交通执法工作，增强了公共服务能力。,政府交通执法工作，增强了公共服务能力。
846,住房和城乡建设局监督社区治理机制，方便了群众办事。,住房和城乡建设局住房和城乡建设局机制，方便了群众办事。
847,社区优化社区治理机制，保障了居民的基本权益。,社区优化社社区优化社保障了居民的基本权益。
848,卫生部门完善社区治理机制，增强了公共服务能力。,卫生部门社区治理机制，增强了公共服务能力。
849,社区出台基础设施建设，提升了治理现代化水平。,社区出台基础设施建
850,环保局优化社会保障制度，优化了资源利用效率。,环保局社会保障制度，了资源利用效率。
851,公安机关完成环境整治，推动了区域协调发展。,公安机关完成环境整公安机关完成环境整
852,交通管理局优化交通执法工作，促进了社会稳定。,交通管理局交通执法工作，促进了社会稳定。
853,教育局实施交通规划，推动了区域协调发展。,了划局区调协。展通域
854,市民发布服务措施，改善了人居环境。,市民发布服务措施，改善了人居环境。
855,卫生部门处理相关政策，改善了人居环境。,卫生部门处理相关政策卫生部门处理相关政策，改善了人居环境。
856,卫生部门出台户籍管理工作，增强了公共服务能力。,管生门。理力作出籍共了
857,环保局处理基础设施建设，优化了资源利用效率。,环保局处理基础设
858,税务局实施城乡一体化改革，促进了社会稳定。,税务局实施城乡一体化税务局实施城乡一体化。
859,教育局完善环境整治，方便了群众办事。,教育局环境整治，方便了群众办事。
860,市民优化基础设施建设，保障了居民的基本权益。,础设市，。民优了施化障
861,卫生部门检查便民服务，改善了人居环境。,，检人居环。查了境
862,市民检查户籍管理工作，提升了治理现代化水平。,市民检查户籍管理工作市民检查户籍管理工作理现代化水平。
863,市民完善交通规划，提升了治理现代化水平。,市民完善交通规划，提升了治理现代化水平。
864,环保局完成疫情防控方案，优化了资源利用效率。,环保局疫情防控方案，优化了资源利用效率。
865,市民完善交通执法工作，增强了公共服务能力。,市民交通执法工作，增强了公共服务能力。
866,卫生部门完善违法行为，规范了行政管理流程。,卫生部门完善违卫生部门完善违政管理流程。
867,市民实施违法行为，优化了资源利用效率。,市民实施违法行为，优化了资源利用效率。
868,税务局优化便民服务，增强了公共服务能力。,税务局优化便民服务，增强了公共服务能力。
869,公安机关监督相关政策，保障了居民的基本权益。,关监本，策关机。督保公
870,交通管理局实施便民服务，促进了社会稳定。,交通管理局便民服务，促进了社会稳定。
871,税务局推动交通执法工作，规范了行政管理流程。,法，动范税政管通作交流
872,政府监督相关政策，方便了群众办事。,政府监督相关政策，方便了群众办事。
873,政府监督应急预案，保障了居民的基本权益。,政府监督应急预案，保障了居民的基本权益。
874,教育局优化应急预案，推动了区域协调发展。,教育局优化应急预案，了区域协调发展。
875,住房和城乡建设局检查户籍管理工作，优化了资源利用效率。,住房和城乡建设局户籍管理工作，优化了资源利用效率。
876,税务局优化便民服务，提升了治理现代化水平。,税务局优化便税务局优化便代化水平。
877,交通管理局完成疫情防控方案，方便了群众办事。,交通管理局疫情防控方案，方便了群众办事。
878,社区完成环境整治，改善了人居环境。,社区环境整治，改善了人居环境。
879,环保局处理应急预案，保障了居民的基本权益。,环保局应急预案，保障了居民的基本权益。
880,社区监督应急预案，方便了群众办事。,社区监督应急社区监督应急。
881,卫生部门检查交通执法工作，推动了区域协调发展。,卫生部门检查交通执法工作，了区域协调发展。
882,卫生部门完善公共资源配置，提高了群众满意度。,卫生部门公共资源配置，提高了群众满意度。
883,卫生部门完成交通规划，保障了居民的基本权益。,卫生部门完成交卫生部门完成交基本权益。
884,卫生部门推动基础设施建设，规范了行政管理流程。,卫生部门基础设施建设，规范了行政管理流程。
885,税务局处理疫情防控方案，保障了居民的基本权益。,税务局疫情防控方案，保障了居民的基本权益。
886,住房和城乡建设局完善环境整治，规范了行政管理流程。,城，局完善管设治行和范整
887,卫生部门监督相关政策，优化了资源利用效率。,监化用策政率，部。优
888,市民完成疫情防控方案，增强了公共服务能力。,市民完成疫情防市民完成疫情防控方案，增强了公共服务能力。
889,社区实施交通规划，提升了治理现代化水平。,社区交通规划，提升了治理现代化水平。
890,政府检查社区治理机制，提升了治理现代化水平。,平化。检政代府，理了机
891,税务局检查违法行为，推动了区域协调发展。,税务局检查违法行为，推动了区域协调发展。
892,交通管理局完善应急预案，推动了区域协调发展。,交通管理局完
893,社区监督基础设施建设，促进了社会稳定。,社区监督基础设施建设，促进了社会稳定。
894,社区监督服务措施，优化了资源利用效率。,社区监督服务措施，优化了资源利用效率。
895,住房和城乡建设局完成市场监管工作，规范了行政管理流程。,工，和管了范完政场局市成乡
896,社区实施疫情防控方案，提升了治理现代化水平。,社区实施疫情防控方社区实施疫情防控方平。
897,卫生部门监督违法行为，推动了区域协调发展。,动了违协域区，为行督
898,交通管理局完善应急预案，规范了行政管理流程。,交通管理局应急预案，规范了行政管理流程。
899,市民实施便民服务，方便了群众办事。,市民便民服务，方便了群众办事。
900,政府监督教育资源配置，改善了人居环境。,，督府源居育政改配
901,税务局出台户籍管理工作，增强了公共服务能力。,税务局出台户籍管理工税务局出台户籍管理工能力。
902,社区出台社会保障制度，促进了社会稳定。,社区出台社会保障制度，促进了社会稳定。
903,交通管理局发布社会保障制度，提高了群众满意度。,交通管理局社会保障制度，提高了群众满意度。
904,卫生部门检查应急预案，提高了群众满意度。,卫生部门检查卫生部门检查群众满意度。
905,卫生部门完成应急预案，保障了居民的基本权益。,本卫部，预保成基案生门
906,政府检查交通执法工作，提高了群众满意度。,政府检查交政府检查交工作，提高了群众满意度。
907,税务局检查相关政策，促进了社会稳定。,税务局相关政策，促进了社会稳定。
908,税务局优化公共资源配置，优化了资源利用效率。,税务局优化公共
909,政府检查办事流程，优化了资源利用效率。,政府检查办政府检查办流程，优化了资源利用效率。
910,税务局检查服务措施，保障了居民的基本权益。,了益局。民税务检查施
911,卫生部门监督市场监管工作，优化了资源利用效率。,卫生部门市场监管工作，优化了资源利用效率。
912,教育局处理服务措施，提高了群众满意度。,群度满处提教服意众
913,社区发布社会保障制度，增强了公共服务能力。,务保服增制区共社能布
914,公安机关发布基础设施建设，优化了资源利用效率。,公安机关基础设施建设，优化了资源利用效率。
915,交通管理局完成办事流程，推动了区域协调发展。,管交局，发通动了。办区
916,公安机关完善纳税申报流程，保障了居民的基本权益。,公安机关完善纳税公安机关完善纳税了居民的基本权益。
917,税务局处理便民服务，推动了区域协调发展。,局，域服动展。区税便
918,税务局检查教育资源配置，增强了公共服务能力。,检教务，了力能税源资服
919,市民实施相关政策，规范了行政管理流程。,市民实施相关政策，规范了行政管理流程。
920,政府检查环境整治，提升了治理现代化水平。,政府环境整治，提升了治理现代化水平。
921,市民推动疫情防控方案，推动了区域协调发展。,市民疫情防控方案，了区域协调发展。
922,住房和城乡建设局优化违法行为，方便了群众办事。,住房和城乡建设局优化
923,市民实施应急预案，保障了居民的基本权益。,市民实施应急预案，保障了居民的基本权益。
924,社区出台基础设施建设，保障了居民的基本权益。,出民，础施区了益设社保
925,税务局出台办事流程，增强了公共服务能力。,税务局出台税务局出台能力。
926,交通管理局出台公共资源配置，规范了行政管理流程。,交通管理局公共资源配置，规范了行政管理流程。
927,社区推动环境整治，规范了行政管理流程。,社区推动环境整治，规范了行政管理流程。
928,市民完善相关政策，提升了治理现代化水平。,。善民市化了完治，现
929,社区检查服务措施，改善了人居环境。,社区检查服务措施，改社区检查服务措施，改了人居环境。
930,住房和城乡建设局完成社区治理机制，提高了群众满意度。,住房和城乡建住房和城乡建意度。
931,税务局优化交通规划，增强了公共服务能力。,税务局优化交通规划，增强了公共服务能力。
932,税务局出台服务措施，改善了人居环境。,局税施务居改台服出
933,环保局发布社会保障制度，规范了行政管理流程。,保社范局发程度障流规政
934,住房和城乡建设局出台相关政策，增强了公共服务能力。,住房和城乡建设局
935,教育局完善纳税申报流程，方便了群众办事。,教育局完善纳税申报流程，方便了群众办事。
936,卫生部门监督违法行为，提高了群众满意度。,卫生部门监督违法行为，提高了群众满意度。
937,卫生部门完善市场监管工作，提升了治理现代化水平。,卫生部门完善市场监卫生部门完善市场监水平。
938,政府优化纳税申报流程，改善了人居环境。,政府优化纳政府优化纳居环境。
939,住房和城乡建设局发布市场监管工作，提升了治理现代化水平。,住房和城乡建设局发布市场
940,环保局处理交通执法工作，方便了群众办事。,环保局处理交通执法工环保局处理交通执法工办事。
941,卫生部门完成办事流程，规范了行政管理流程。,卫生部门完成办卫生部门完成办行政管理流程。
942,社区实施疫情防控方案，改善了人居环境。,社区疫情防控方案，改善了人居环境。
943,交通管理局完成应急预案，提高了群众满意度。,交通管理局完成应急
944,住房和城乡建设局检查环境整治，推动了区域协调发展。,住房和城乡建设局检查环境整治，了区域协调发展。
945,市民实施服务措施，提升了治理现代化水平。,市民实施服务措市民实施服务措提升了治理现代化水平。
946,卫生部门出台社区治理机制，规范了行政管理流程。,政制程理生区范部台理治
947,公安机关检查环境整治，改善了人居环境。,机环查。人了境环善
948,市民检查疫情防控方案，提升了治理现代化水平。,市民检查疫情防控方
949,环保局发布社会保障制度，优化了资源利用效率。,会了局保效度布优保率资
950,政府监督交通规划，改善了人居环境。,政府监督交通规政府监督交通规。
951,政府检查城乡一体化改革，规范了行政管理流程。,政府检查城乡一体化政府检查城乡一体化，规范了行政管理流程。
952,卫生部门处理社会保障制度，优化了资源利用效率。,卫生部门处理社会保卫生部门处理社会保制度，优化了资源利用效率。
953,市民完善服务措施，提高了群众满意度。,，满高群市善施务服
954,教育局实施应急预案，增强了公共服务能力。,教。实，增服施公共案
955,交通管理局处理市场监管工作，保障了居民的基本权益。,交通管理局市场监管工作，保障了居民的基本权益。
956,交通管理局推动交通规划，改善了人居环境。,划推管，了通。境改人
957,公安机关处理社会保障制度，推动了区域协调发展。,公安机关处理社会保障制度，了区域协调发展。
958,市民完成相关政策，推动了区域协调发展。,调。发展完域了市推
959,社区完善社会保障制度，增强了公共服务能力。,社区社会保障制度，增强了公共服务能力。
960,税务局出台应急预案，提高了群众满意度。,税务局出台应急预案，税务局出台应急预案，。
961,政府完善交通执法工作，提升了治理现代化水平。,政府完善交通执法政府完善交通执法了治理现代化水平。
962,卫生部门处理服务措施，方便了群众办事。,卫生部门处理服务卫生部门处理服务方便了群众办事。
963,环保局发布基础设施建设，规范了行政管理流程。,设。规保环政了基，设行
964,税务局检查教育资源配置，增强了公共服务能力。,强资。税检务置教局共服
965,税务局实施社区治理机制，方便了群众办事。,税务局实施社区治理机制，方便了群众办事。
966,税务局实施相关政策，提升了治理现代化水平。,税务局实施相关政税务局实施相关政
967,卫生部门优化应急预案，提升了治理现代化水平。,卫生部门优化
968,卫生部门出台相关政策，改善了人居环境。,卫生部门出台相关政卫生部门出台相关政环境。
969,教育局检查违法行为，方便了群众办事。,教育局违法行为，方便了群众办事。
970,环保局监督市场监管工作，规范了行政管理流程。,环保局市场监管工作，规范了行政管理流程。
971,卫生部门检查教育资源配置，保障了居民的基本权益。,卫生部门教育资源配置，保障了居民的基本权益。
972,公安机关推动应急预案，改善了人居环境。,公安机关应急预案，改善了人居环境。
973,公安机关出台城乡一体化改革，增强了公共服务能力。,公安机关出台城公安机关出台城革，增强了公共服务能力。
974,社区完善交通规划，提高了群众满意度。,满区。完意规善了高
975,住房和城乡建设局发布环境整治，规范了行政管理流程。,住房和城乡建设局住房和城乡建设局整治，规范了行政管理流程。
976,社区推动社区治理机制，保障了居民的基本权益。,社区社区治理机制，保障了居民的基本权益。
977,公安机关监督应急预案，推动了区域协调发展。,公安机关监督公安机关监督调发展。
978,环保局优化疫情防控方案，优化了资源利用效率。,环保局疫情防控方案，了资源利用效率。
979,教育局完成公共资源配置，推动了区域协调发展。,教育局完成教育局完成。
980,税务局完成社区治理机制，推动了区域协调发展。,税务局完成社区
981,税务局完善交通规划，保障了居民的基本权益。,划局通，完益民本居税
982,教育局推动环境整治，保障了居民的基本权益。,教育局推动环境整
983,环保局发布便民服务，促进了社会稳定。,环保局发布便民环保局发布便民，促进了社会稳定。
984,卫生部门完善应急预案，增强了公共服务能力。,务服应预卫部案增力生
985,环保局推动交通执法工作，优化了资源利用效率。,环保局推动交通执
986,市民监督相关政策，推动了区域协调发展。,市民监督相市民监督相调发展。
987,环保局出台城乡一体化改革，提高了群众满意度。,环保局城乡一体化改革，提高了群众满意度。
988,卫生部门完善市场监管工作，促进了社会稳定。,卫生部门市场监管工作，促进了社会稳定。
989,交通管理局实施违法行为，优化了资源利用效率。,交通管理局违法行为，优化了资源利用效率。
990,交通管理局实施办事流程，推动了区域协调发展。,交通管理局实施办
991,卫生部门完成办事流程，保障了居民的基本权益。,卫生部门完卫生部门完保障了居民的基本权益。
992,政府监督疫情防控方案，保障了居民的基本权益。,政府疫情防控方案，保障了居民的基本权益。
993,公安机关处理社区治理机制，改善了人居环境。,公安机关处公安机关处环境。
994,公安机关实施环境整治，优化了资源利用效率。,公安机关实施公安机关实施源利用效率。
995,住房和城乡建设局出台相关政策，推动了区域协调发展。,住房和城乡建设住房和城乡建设协调发展。
996,市民出台社会保障制度，规范了行政管理流程。,保出制规了理障。民社
997,公安机关监督公共资源配置，促进了社会稳定。,定置监。配进资源公公
998,市民发布社区治理机制，方便了群众办事。,市民社区治理机制，方便了群众办事。
999,市民检查违法行为，规范了行政管理流程。,市民检查违市民检查违
1000,社区处理应急预案，提升了治理现代化水平。,社区应急预案，提升了治理现代化水平。
